ページ,ページビュー数,ページ別訪問数,平均ページ滞在時間,閲覧開始数
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYIabtwPxTKEfNijzorwL0BHeYO6hVhpXDOzOzbXPalL-lMwC9kdrGEkcg_aem_AXlM18e8Fs2DS3wHbDwhe3--RVbyQtug3vPaL68dl4bTvOvmlPX3DHEKAdkE3t1lr0iEBv9Mn2FpfjfPBln2_gkbZV2P_SMHz4wpsEguxLc4TNvSj-_6SQhHFV1ML2GtODU,2,2,261.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYiO5KSIDPDmNhsivFC5Y5EhO6qwOxsLy7GDIEZ9Fz1Jy-EPK9sx4XqBjI_aem_AamY-eMDnQhvwRUak3WsTgKQy8yX14XUujyahokdWr5ueob7WDEymWmg5k46L-4ORl5HuNkfleKb6EscU_aBUixMrCB9bwtVBEUghHP1vvQVGxHBiVUrjYRv_YGAzwKMvwo,2,2,5.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYiX2woVF8UzF6oKCmNqcHIeRUFXQOvHGpC_EHnYjzoIDuCjVytSoN7R0o_aem_ATj1VjDM4laGgGQKweZIjVGgUBObFZWFgTO3XODLLX5tLynNxSW1sx80_qD2l0mU-U_dtHjX7moaPdQJHFIP53pN-VqAG_ET1KFZ37zfQnI_rzIijO6gujtC8DEjajJjq48,2,1,155.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYJ1RL6EiEz4hyUm0qr__DXccZQGqlGv7TYbYtYX_5sKo-5vYNEenrIwdA_aem_AeNv6vbvolw93j_iJrDnNDXPf6cKHzxdc_zH9-Z7I-ItfbNYqWDEzxzalEWF63L40Gm6PSpjDs2_rQxj9dv-EowPBGc0YtZZkukMv-EdUL1nhPBMIl_uZcUqDxdfpdsJf5U,2,2,5.50,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYj8iuQJ1mntgfs5inLKQ4F0nUXrxp429Piz8H-rXcim8SYqTsatuI-EcU_aem_AcVVsZD2wFW8_8oPL-V9M228hYJG7AQvu7gGbyF4cOXJ8MEzZwTQ6i2Gubb9utyeL7PbgxjaBjlQdTfHitu4aekAoct3Yv21krC2my68BGwWg3Zvro9wQMbzgv2MTZUQxmo,2,2,10.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYj8uYX64dj8eE-XIPAJd6rmCRD54e5q9MsH922xHtE0WhsgXCQj4ymoiY_aem_AWeoz4eBC-LZDsN5MNH69ZVUfQgj3enbcU5rH2ONi5-LuQMGbozG-MD0Q4H5toLjLLKBlnFO3qwYaswWfIZ_BRz2EWrNx6YmK0bj8ZfZtYHI5rhQuROoRIdyeuIv23RXjPc,2,2,27.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYJbWXBkg5oavDwyWo6cbkMUt9BiRooYFzMjRjTqdbSb0lgUvMIhMmABhA_aem_AcKMz6LOzSkrfL42_4UCL2ajvqyKABlnSczsAX42IV5iFG7FVqXDLCG8TKoYtKHAJIvpTgReneEQFtAvraCB4L6csinK7XjbW4RgTQmzZnsxPksLMg1MVHXOAqraT6H4dNY,2,1,796.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYjeZgQznHpS5wkPK3V6UNuAgdcTt2QSRCnIiLYrCdnrbviyeFQFskYuXE_aem_AcVaw_wgC64D8xAbzu-v01sEnD0agTvyNE38ms0dAyhEpdU6Y51FjcxoXK-Iz2Qmg8IOdhD98z73mx9yvSxxlyiYSgDqm5ZTGykguwsFx37LomKOIi_HwR9HdRPY3Jrp0ic,2,2,9.50,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYJgiDYt2KIH0xQDvVMG7oeOX32S7GsjHtUMxg73mb71Dxgy_ZtV1UyHuc,2,2,8.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYjhZEzX4cINeGsowaUslHsMH-_9KqEnJQBd1fH6k-DoLQFHDEOXiShqUc_aem_ATdv32H1fYz_IpT-kFfVoBzXUIszsLdffQUKYzAk63lk0SbVIuVOFQ0ITzq4kUP2TSzSZrUBrbtsmq_zN87pnWHm7akBv4jZzfD9bzP78bk_OCXbm4wnC2HGjoLRUVkDEB4,2,2,100.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYjmkg8_Ko_H2Fy5GN79Ay-Rsoqe56iwjYULZw7alEGju8mwAgVMiTaC3s_aem_AQBupKQ94xoAL8vwXQ_9jhJ_kaVqUfYHo2wV5N0BWgN-Qfm92DTwJnhI7nt23zF7iQ3wtPTrl_0NbAbL9QQnnpJeuuDeuGc70l3hh-fRfV7tgUVu2AHHwMINIdYpxGB716E,2,2,191.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYJNQZKeZUW8kRNVIjEtSLUXkKfgggC2qdPNSwKQnsb7AowReRggUKJ9GM,2,2,23.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYJxo0EdUpMs5-FuCdPJiLQnHbywqTSDc4iqlmN74GKDftGmN7Zu57xvUc_aem_Aaw6vXxtpdOMWY1KxrqKa7jZu-YjVF7xUiumGtk_49rNDxWaLuCwWE8dhBxOUV73ux0gA2caZFYfkRAN3KP0sLOsZpVg-IXvulDp9kFQj0DaF5Bo6iKKhPCyEdSKR3qOKP8,2,1,99.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYKemiQgtAC7rZavbfMe8ayFLyH5XVPGEMrhzZ7fdoVobzQc6Cxz4ZeS7M_aem_AROuy7SWmFT27boZD9HjxfN3YXt9wpSEHNVglVuueI1hp3fBl61-v_egUnOnsbf1bqz3TDtcX3PgNZJhtJTHsqMPav9KeeVNgq8cClj784XA6OAW8nMPo9Bi31OLUPsJyD0,2,1,26.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYKHV86LwzRhtOtB6S_DrCsHgr7n7frGyj-Kx6YttYyAvdLdXNJNMwtuB4_aem_ASCr42Xk8pIqsQLlw--kwdv1-p9DixAlmjJ8GG6DKMiW8ChgfU0pS6Lrh7fc0-VM7BLKO_pcjKQPFb-w_pORJIdz3jmytnOU-MjyFr2LPtCpSnitZ_IaCPqsyjKUiXitiiw,2,1,3.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYKiTTCYF22P7KNfLG8IG2a7P5IflTzei61WHEuNO7o_atWUBciW_O4ykc_aem_AWDi8zfA-tmGlZwiSJMcNzUnbB9Ng0R1z5OqhvqpCVeder88YtCIZZ67NLSnVio5ZJUKYEg6sO50t2fpe0oO4kmX0CzBsADi3xwRT-uUPg_xGP3upwGhhpcjgQECD3yDtU4,2,2,10.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYkKxnKrMvIPrhkGf5vZ70n7UjrE3oUbbxAqoQA_EVN42cIsGFLOXmOkBY,2,1,44.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYKTi8ajYLSV3YrEeFc3kpMJYUgDBMK2mZSx4TpgWO4bRV1_61xPtmHnpQ_aem_AU5ulMMei34znLkUYtVjZofoYP2vw5Dn1UQSw0TkUrX5bfz3tZwIU6X95DXwMLFazbFmJ73OhYoY_JyRSOiu7ycJfXOvFj3XI1VQWTWPsVEJinoeUSSxIelIyzseqBeLQp0,2,1,30.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYL7VuHtnVCM24VLVpPdvoFzR0fc6Hkwvz9BB9mKXJHZaXXWnMbN47B7eI_aem_ARx4J5jTf4HoJV7sMOh2iIJ7tqNqeyJo3R0TAqWvq5pjC7yXb7RRd0nZPwScxus_R4j_lEhhjIZOmrendS8vumLLH29VN5Bi4IhD4draeFDMx4FyJANHBvoWagAnxRbIfLE,2,2,73.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYL8CC3e7DFCMo-wXCj-FJmC0BZBsj9-7TWmSS6XuXt8aDr-8hesWa8-NM,2,1,13.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYlB-ZRNxCOSVGgxoYodRqx72WuBlO77S5LH-nWwlwH63H0C86ytr45ers,2,1,4.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYlHdn8H0qk3IG7x2b1MQ2V8fcCA7jAG0bkAUbeFGJ6DvrgyrHoWO18o80_aem_AcXdD_RXgrMscun4brE4uPRTndia9ch1foKkCVnpWctAtq6pl6hBFdk3uLdLIv6T59teKP7txRU6WwbqvwGSgG88apFcIy4iofSdFKkCLafqsL_x39zLMExab42_CA30rQ8,2,2,0.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYLNqruPbVzFnJXBzTHJ-baoinN4nwB5dTix6XrEVhTMOgqQ4m15t5FFrw_aem_ASwPnmNVGXSPGIC3-hNWAhDZ3lt9OIGvibbYVwy5PvxQImFqMWY9jZ5EvO51Ecgg9Eilh2q_SYM65DPU28ZXnYT8Nah-xe6eCgDW4kDApTczirqQzgzQR8a653D21VPRUVI,2,2,18.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYLsmK8Kj1oY1LDV-mC-v2YMU_mSwouv6xuEe3BiMddW4bhme9cDeOsgsU_aem_AQNG0P5NEthDlsysow6MBzlb5NcGycUUIxUA4nAdUJZM2ZDPc3oSYZkmra5IxPqGmY4sXEw6KRi14GztOkOkwBSCQMggIVOZkFx-SGRRE1HoRigCCwAx43PHYDOgGMoMaWM,2,1,20.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYm_eaiPQr_7JCCUGOhRceYfspr8Ep1p5azUCJCredRPoE_f7oC8smyxnw_aem_Ae4UaKaZvT8h2x8K2iCog6fjM0G4OuifpabNLHEn7xvFjF3Yj9siFRw9MuoRfcbSMbhmfk9txbFwSUlCjOL470On5x0Tg6ynvggw_f4GYWnj-XgMvqgDqyX7slyR-bMyNKs,2,2,22.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYm4DhRn8i0LCAbHMOm-OZVbKlseKxzjj6MMg7aTr3Wzxl3rJexRi-aTfg_aem_ARzlqdeyf9SY57iiNa58TOU1mVumE63vbAz14rCHYCkpayiSYXTpRk63MI27MTE0_3ioORoCAamXgVTm4e3m-QsJGTJLlpbfNmpPj3aEBgPEdmnI1J2oPt_jg1goonw0JkM,2,2,36.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYME5zdoZizE_aTYvXIC4-v6f-107U7BNsDYX89ABZkPhFyaW_RSk-rczo_aem_ASmlAXirgBmn5ZZ1Hy7cUVDaId73SiT3SOjtn39utcZGgitHbznhMjxhJ7hWXeRCQ0ojm88CpqLs6-cqLfnbiEk1yvG7hb0iX0PDZrzj1tbsA88O5CnyEPz6GoXegHsHkQk,2,2,18.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYmnY8swLPLoJCZPaCTq3wsV-W1at51ziUnipWEiimp2t2CzajoAZ6mzac_aem_AYgddsP7P3kkJD8d8jHtx1RCACBJCBipL0_havUWhreC0A3_Cwq_sRynAlKOlOXb3rsY4jVWaW3VfoOEdVferuJ4_F_W4lkDjRikcseRqiHCQRrQB09pS2NGp7Y7iyYEiAg,2,2,5.50,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYmPUyY0t495E4ZJSAc76pB9xkiIxvzbd5cJkbCK1vS_c5dPpzdT2f8x74_aem_AUM2FUkOfvZfJHUcyfrdT2IwEPwh4jbR95LVNAsYMW-U1kT3XrG2JCgZYX47qixjR9hLIRL0XYLDZXrnUMCW3ZAtMe2oP0BbDRcSYko_PGvCcny7ByCnN-liNhj_6pi9R5Q,2,2,4.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYmUE4F3qq7Z7f9inQGNLUO8W3Q9lAPLROFTR7wIaGjos9qTMV2AzIR_pU_aem_AVxUS3-6FPPI-Qo2wB0cmFJLsoI4K4-9r7lVQ2ZdR6M93ZzLa6SFNdjkAuqmDu1cExHF7nv8_6yU9Xt_u-UNUkHFBlFEADl8WYaSKw85AUuCg430SYnFr_4YOe5WFWN9ECM,2,2,247.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYmuhxnv1Sv01MEa5fXfs0jJNC_QrcoKtnzgj9IC550oV3vkUu_itXasWk,2,1,11.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYMUqL56QSASNekHMe4r8cOOmoyYswK8t1BB4aHwcUdTK2z8w4EaVqSsOI_aem_Aejw1iLtcx-zUv3hxyQ7Kj0Bpdubr6pX4VHor3Bf4fBT8kuIg8lbg3uud3bNOJUaorbBK7Q2RizotYshkGd-N8NVzV0alFHGoywoTEO3lHoal_zkDWqT6HSgTPQ9xCNgxB4,2,2,38.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYMZJdGtdpVNzPEUWJ6rs7RX3jKIBXZ_Zy6ACcFyq1vxVdggsAbk5mwn4E_aem_AfO95GJciW0MP9dC8pn-E33CnY778zXixRt1Zbq5K0v2ZxFGoqRykP0q1OZ5OwuGuru-DAEGPTQ89mwAm5JaaLyiqSrdLyeWRI4yi1ysym4Q1aKdAckA28MWTEOPFlq5G9s,2,2,246.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYn6E06KF7kdzCX5m9HMDbPNQspik2E8csb6DB0Nwg6YMOaMLDZXyPeNkw_aem_AYAskaEw-64MMMH7s5zg1_btaAe2ssvkICTtjaDcvkoHJmrWxzejjy5lgzkFMg6nfzckVl1AyYnb_O2ZetiBqPONYIPIR4ca0chHya5AEVjCLmJVZCDwihe0rRMK_lDIl-g,2,2,19.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYNaMQjTd_EzB3UBYdluku11MfJWj0mnJxijz13JU2SQWbl7tyxlVTMbr0,2,1,3.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYNcXoCqnT6h8C3Zpz10h_N5vmF_P1-tGdCcApoTWRkRkXHdG-Pdm9CEJo_aem_Ad5rCaw4WdpPKXqlrz7jyyCbOytXeNIAqR8ysOnwWdKMZUqrx9ab7JDNyuOJv59rg6VH-b8MH5loNb6gyqyJ6ubYmsO21ntNPUN_GGgVb8s5QMhGgijKzo_GeFDjmqHxrVQ,2,1,48.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYnEv1Cng1GyOivuQBxWX-5GzP9tkHaOB2G1TpyBn7bWycyIcWaMIxI4q4_aem_ARMb9LzbjS7M56ce6FkrGcIHNy0VZpuR7WMSQ7Rlg6iiJngtNCYpqlS-EYKkxWZeswx0RF0cZTtkzbyKj_C3bSkQrs7kcprja3ex7c7ht7T9Rg2Bd1hxSbWm_G6sIaYMrQc,2,2,6.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYNh8pZM-H8pokFgMXSYpykpPAdKIcLUnayH2qagcgwVuuGBUOFdnSgSpI_aem_ASBNJBnIh0r9CG25lFGcDe4Dem01S7RqlDcsPPuDgoLqzXs0u7DE0mL_8gxpd-XdpYIl--HOMFPhkA_Uma9ULkOjMiTXcMwnf9JURIHJHKRdO86Md2LO91nMEYz7qcfm7t0,2,2,0.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYnhOaxQFuEcWMNBjQNND9zU4lqQZmMc-3gGGcY5rXOMEvRUtZkt84-gtY,2,2,25.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYnsbWqrcHXCvdFPAvJ3Hp04d4ti8M42G335BfdxIvFAfCICqveW_rnTZc,2,1,7.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYNxZHK2l9R1_YwkIeXICg6gx0AWnEMpr7bW9JueSnXe4jMqUwgdFh2xY0_aem_AZYG4RX91pQmSmq-4HLIAwqhxpFkvjoXgpnouxe2LSHVrF8LWtZfdUrvoncHQ4Ac4HWaAVRcnYYkLsEiNujiD1tqT3mLlb3lrok1ovdONv8WpQM6c7dkMzzx0fsuDW4sejk,2,1,50.50,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYnYbWD7P5J3NCeo_Hmbb-h11aklIDEZvkE-MwdKYIro2K6QPmmE_61Ldc_aem_AYBtMUSihOboXFJJZNXM39sHEGX0YMbpii-kwkKDRtuvFKETWe9nh51sZUzg2oRpEPAqqYg3WVobx_sx5ABf_yobVfQYOfSDaWiS855aPHFfSLiqSqWeaEQFwFB7OIXa58w,2,2,0.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYnzokHRDD4EtCh6G5vjfw9es4t5Fkbug_uZ4pTa_9GcYYVy51ZbY8Gyps_aem_AdRKGtdF1MaW5ea9gHx5b2v5D8-rg224wyJhBGsJDzxLKgnjPgeszFfF5ZrTJG4k5pg4Nks59g59weH-WMM4v4g868woI3duX_Wf62jZNzfd0pQWxgOsNtSTWY6xAIcnsEo,2,2,12.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYo3_hNcZ9iI8T1PNTXxJ5um0o2sh9EiuHO3ALC99_e4d3u01652z9PrPI_aem_ATbg9xGzPIzIBW0MXYpwg82iIj-zzgPIB5odh6W5R36H8fXOd61w5k8ar2fbRnQN8LvYEbjrcXW-5GPQXFXsbLIH7quBvxiMCmijG6BxheNH5tP4LNkjRUrizoMHmK4StPo,2,2,0.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYo3VmGIHFViqo0lqJlKT4zbD3_K75YqOVDiGZ6XxzD7MIgnOOtukaEr0w,2,1,5.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYOab1ZIY8N3Uo4d4yc_Fn-T9Mb2aA9FmaITK1rZdEM1Mn2O1lA1WW4g6I_aem_AZMe3DR8KhXkcfkelQ5ob-PiebYqmCqwKGc3lE-n1ljuGRWgtTq6Pzu8A1HsONqMuZIBuX5v2xNq8CZjEx3NLhK1TAQm_jwppUWEtpiS9PLkl_YmVRLZ3S0QzKX9cRdk-LI,2,1,70.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYoF3SzgttknoEHoP7oZu9QJbW6UWlleMs1rrJDGrlrrDEueN-k_umn3ks_aem_AeCRO7ZZh9JBBmJUcMt3TfdIt_vUBxtbBgt-LGImwMMqmbfagLqgPY2WB-c8aqQBqtexpQo4T7UbVOWNxVbAI_EgSIzZp2nba4Yg_rmddLb2_WxTPYW8PZGq4hGh1H-c5CE,2,2,9.50,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYOfokBSbAik6lJ_rjjlYanENiXCITcZ6npniL-nhHKGkzjuetSnvHKbPY_aem_AWYtUSGcO1XR_57Ua9JhKwJrdYj0JKbVDQ7a1Z0Iii70a9g9_NDJ4uWMMKSfaLZmIPUdIiZPKASKj7xpdgDJ0DgU2lUN5b71ADCiKWHFEXLousE1ewF0pzx4UHTbfDoZ7Oc,2,2,146.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYonfEZmeQlvaL3vArf0v9zxLfxrciQ2zdAzLSyuD-tDMb9KGgwB3WZBw8,2,2,219.50,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYoqn9fKw9PLNA7vfCbS2Ur_M4MzpQoOBbxxgZ6R-R6J3dhCSQVspfaNiI,2,2,9.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYOT118DY3jN759dKIXY1LHG6LGyoW540iIdzV42_TK1pa-bacWm8p-T-s_aem_AWdJJjMjzQwGmezDsRRTCPXPdhrRa3T6tCp2040MN9eRZJBqvUJ6N4Dq8SnCv0wJeC_f_tTQxQm560T9y6INIMQOsOB4caGs0s4-a-qniAw4n5wq9_9mVj5BtulQ7tdezqQ,2,2,19.50,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYOtbNeOP_irmDEGPq7xZ5yr6MFvmiu6rcFib8wUo-Ko3cxkmU_l8K2HNM_aem_AQZoHhqcSnoVJFk78OX97ZwvFKwOmftpa9g_vC19JKIXn8PW1se295iFKLjPAvzwXQEVoBoMZnb8eA5vSymRzFbOPtC1X6QC0F-5kU2w5tewxUw7n969i3J1KHg7YYEO1j4,2,1,12.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYOX0xXn92PL8KWrzmNGb2WXyE5ne_-4JpyCdlvzCmhU_Dq2PN5FKyhwxw_aem_AXe6hPqKZpJHI-gxWz_ho_uqVzbSjPN_DFf_t_9HIvrn9nE87h2gSMzzVaimD09zQIaufydKudMUJ9YfLK8Zb1RLtoVAgSOaidvt2AKa1PDb1DZfDeBFhe2OadHaJJVxaa8,2,2,27.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYp2ZrlI5HI3-Z81gLHSJlcYaNlgjeXERf7OexHrXdV-YqUrNWxTvH_zKM,2,2,19.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYp4ECdkD1Ix30V6Xvm-Uzk9sgo7aKbH7t6K2XABWSP4Wud3GN9ThnB14g,2,2,5.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYp9-1zf3uGJ4wTw4-cmk8Viq_X7jdo4KpeEPtLMmGnBaHex-7JeMJ0wzs,2,2,4.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYPEzuf9vzweLZ9UpkEhjsJtLl1_4jfN-tHfcXrtx0llSVTk6_INZtvCD8,2,1,26.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYPG5C5BeUJYsAeXjspVnu9aBCnYwefhRgyz3M4j5DVRwDfKQU17U1meQw_aem_AfYJm_p7PdXGUXFjwzz96j9EbGXrMqTydkY7I8mO_aFYtVi7HpJXqEFBwVroUwSgQOiwdVUgzHvDouJWsxrLLN79r4FJyP5Qo3m_SLMYjUrV714aBPLfzlnnPPd2Iy6nBi4,2,2,11.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYpJwY5u7z7_4vyAKvkri5RWbimbyHHSbVFsMM0XYYltMgC2_saxU8RMf0_aem_AU9HALjEMfDCaTJu_bE5uCmLRSyyiqPISoTThi-PUo9m8k0veS3hqeYqY1HuTq6M7fIAUS7_rNPoiO-3YAeXiojS5NbyAg-KsOcVEpAiIlhHsrStMQ0KL9DyjWOtUz-y_Y0,2,2,14.50,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYPRE_sDuBNlCsVXEsDb1YgchQzWutqPA2SaNVp156hSUTI59SQSvG1d8E_aem_AZLx2NhZlwkR-LCJYKr5oyMZ7u360AQIa3PEOCrAl1Xb8WbD4TjDrvZTsPbumaMMVuUsTqikbvn3CjD37aDrzF-UVtvZsIzQv3R59a-1t8lP45YYiYPj9Fe1Iqfxxcx05vM,2,2,13.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYq6e_Ky0fwX4-mYTP9j-hgyJYyyeWtDSBRIzLNbOyZX_Ioi_OefFfHhPA,2,1,13.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYQaqKcVnPC__KsBMjYi2wKI1xxSaXw6bqQ2jtmQR9UvzXg5LwXrFZ1Hk4_aem_AUFkAPskkvIm5eh2sM17xq4mv1jbHXL7PHM2yR94OZw64t-K1zrp8xPl0G1-rePsoH8sJeqUnR6K65lBnyU83UZBw3PtDROfGfzdhMpmiVAbIxgmj7tkLzg8Mlw63mNUnto,2,2,84.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYQFlK7nQKyFi3DEQgHE-yhDqG3Jmvklkvw4VTvf5tu3_tA6JS0222NP0s,2,1,21.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYqgQGuqd488OAaZz63JQNCmZqasHUJ1SSHvrI-3F09Ge3SN5z12Bjbfv0,2,1,64.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYQiZ8BBrLvodMHUqxOqdaZM6jfSatq2gxalWCluhZxOjaTT9d5BCPLgIs,2,1,109.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYQKrCmBTj1Xc-n2g3sAXIYGXmcU4pOGmWC9hj1Y8bSAWHUv3g2I3lh7ho_aem_ATCL3k9kGpjA3NA6yl7vNm8xcClIvU6p0sKTAu-OTOrZ21avSIOIVe1QpuH-bgdf7EIg8MuJUoyM90BYDZo7wPKA4a0bdWSc0ibgT7KtV7LTGYs-ITSasJBwSuxezaZ18GE,2,1,701.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYqps_6uyTdUIZYQlsnQV6A9E7YwPXssoMsLGLWf-8RxnmYlD2rRiPzEo8_aem_AZxrYcdkfnhTehL3n8khASFvTblo-hoGVHL35vwOvsbkMCruKqBfe--e6mnRAsT8rtkuHa4pS0jZCd1j1JL6EOYrdER-uUAipfZI-0ShROVRTMHeSQu49WqBmevJzVVSfeI,2,2,18.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYQvx1u7QMYHaLTmPa-6jlRJlcrdOxmaqsbbZNlllwNQ1vVHaD_vEzbHEg_aem_AR-yAr0p9z_zj5p85mMT3jyDo2qlmZeG3KBzey-rL0trlwjhzizBTxKRm9mMWDXXDtvKaguqBZpw8RjyL7jU8nE0UJGW6dX8TpCmnbpFqFguUjfmsrvUP3SeYcrHSn15y9E,2,2,0.00,2
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYrAm8UTbey6tJ6eoLh7x-LIUvYSZET0IEQ_ifMLZgyO6HyugB9tTUWneM,2,1,52.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYrfolhzonGqlXaGiQLSer0Ob5zFa2jKxKLNqHRjbeq4nrRBZZbxrg6TWY_aem_AQ1QQRZAiKi-rH3vF7az9nJrijR3nUBGbc2fVwgEjh0BXLeNqmMvNlmQ_qLmb6aqcQqUH6qbJyKIVOwF4c_tzO3yP_Lhv45eaeLUjODbEojrAAwjKoVH81BL-MP4eZo3xB0,2,1,48.00,1
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYrjQOUXIieLcDYNEm3zx1Olk-UAiAvAQmkbGXt2DMaFXJJzLh5SmlUJq0_aem_AcEKGzba5cx6tg3d84Y5oHX3E0lStjyIpOwmHervSNlwrZklOwjioiS7vLECZNDqkj_NqszasvYWNuen_DfLM4W-YzErlNhO0rRyJ9NQjG-yfh8WUDb9PRUV411aStSne_E,2,2,308.00,1
